D_id,G_id,paper,sentence,cre_Cause-associated,cre_Appositive,cre_In-patient,odds_ratio_count,spacy_ore,openie_ore,tagore_positive,tagore_mutation,tagore_mutations,tagore_glof,gpt_paper,gpt_triplet
MESH:C562492,650,1,2,0,0,0,0,0,0,3,0,0,1,1,5
MESH:C562492,6850,1,1,0,0,0,0,0,0,4,0,0,0,1,5
MESH:C562492,5727,1,1,0,0,0,0,0,0,1,0,0,0,1,3
MESH:C562492,57379,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,5599,2,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C562492,9333,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,6714,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C562492,5868,1,0,0,0,0,0,0,0,2,0,0,0,1,2
MESH:C562492,5979,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,11005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,2245,1,0,0,0,0,0,0,0,1,1,0,0,1,3
MESH:C562492,925,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C562492,920,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C562492,1856,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,64399,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,3630,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C562492,3952,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,64093,1,0,0,0,0,0,0,0,3,0,0,0,1,3
MESH:C562492,56655,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,5881,1,0,0,0,0,0,0,0,3,0,0,0,1,3
MESH:C562492,2239,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C562492,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562492,64359,1,0,0,0,0,0,0,0,2,0,0,0,1,4
MESH:C562492,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D003398,2263,395,286,37,0,19,0,12,23,1138,616,6,13,290,1802
MESH:D003398,2261,203,152,15,0,22,0,10,15,366,245,0,17,150,685
MESH:D003398,7291,179,134,2,0,5,0,14,8,270,168,1,15,137,576
MESH:D003398,2260,132,74,1,0,1,0,10,2,235,120,0,6,88,416
MESH:D003398,4488,57,55,4,0,0,0,8,7,80,35,1,3,40,167
MESH:D003398,3569,72,46,0,0,0,0,5,8,76,0,0,0,57,240
MESH:D003398,2077,24,36,0,0,3,0,7,4,71,14,0,4,18,109
MESH:D003398,860,43,28,0,0,3,0,4,5,58,7,0,0,34,169
MESH:D003398,9970,69,37,0,0,0,0,0,0,198,0,0,0,63,330
MESH:D003398,8313,6,7,4,0,0,0,2,4,31,6,0,1,6,48
MESH:D003398,4745,22,22,0,0,0,0,4,5,31,1,0,0,17,69
MESH:D003398,6938,23,39,0,0,0,0,2,1,43,11,0,0,19,87
MESH:D003398,649,23,14,0,0,0,0,4,1,23,0,0,0,18,82
MESH:D003398,1947,37,19,0,0,1,0,1,1,115,60,1,3,32,200
MESH:D003398,60529,10,8,0,0,3,0,3,1,26,9,0,2,9,49
MESH:D003398,2247,30,11,0,0,0,0,2,2,50,9,0,3,24,97
MESH:D003398,5447,20,7,0,0,6,0,0,0,65,26,0,0,15,105
MESH:D003398,5310,5,13,0,0,0,0,3,3,8,0,0,0,5,31
MESH:D003398,3596,24,11,0,0,0,0,2,0,47,0,0,0,23,126
MESH:D003398,90865,8,8,0,0,0,0,3,3,7,0,0,0,6,30
MESH:D003398,2056,26,21,0,0,0,0,0,0,3,0,0,0,11,77
MESH:D003398,5594,11,10,0,0,0,0,2,3,12,5,0,0,10,39
MESH:D003398,4091,14,18,0,0,0,0,0,4,23,5,0,1,10,44
MESH:D003398,3552,20,10,0,0,0,0,2,0,43,0,0,0,17,107
MESH:D003398,5973,23,20,0,0,0,0,0,0,15,0,0,0,8,34
MESH:D003398,1945,7,9,2,0,0,0,0,0,13,2,0,0,5,33
MESH:D003398,930,48,4,0,0,0,0,0,0,53,0,0,0,38,116
MESH:D003398,3567,33,7,0,0,0,0,1,0,40,0,0,0,27,145
MESH:D003398,2254,8,8,0,0,0,0,3,1,20,6,0,1,7,29
MESH:D003398,3557,2,1,3,0,0,0,0,0,7,0,0,0,2,10
MESH:D003398,7124,35,11,0,0,0,0,0,0,27,0,0,0,27,91
MESH:D003398,4524,1,4,2,0,1,0,0,1,5,0,0,0,1,14
MESH:D003398,3553,10,2,2,0,0,0,0,1,10,0,0,0,7,39
MESH:D003398,650,25,14,0,0,0,0,0,0,26,2,0,0,21,82
MESH:D003398,2244,10,9,0,0,0,0,1,4,1,0,0,0,5,28
MESH:D003398,64919,6,13,0,0,1,0,1,1,22,9,2,0,5,34
MESH:D003398,313,2,3,0,0,1,1,0,0,9,0,0,0,2,10
MESH:D003398,2658,3,7,0,0,0,0,2,3,1,0,0,0,3,9
MESH:D003398,5726,6,8,0,0,0,0,2,1,16,0,0,0,4,38
MESH:D003398,9607,19,7,0,0,0,0,1,0,56,0,0,0,17,82
MESH:D003398,3605,19,7,0,0,0,0,1,0,22,0,0,0,16,84
MESH:D003398,1431,17,14,0,0,0,0,0,0,8,0,0,0,6,19
MESH:D003398,84231,3,2,0,0,4,0,0,2,19,4,0,0,2,24
MESH:D003398,920,16,6,0,0,0,0,1,1,5,0,0,0,12,51
MESH:D003398,2737,9,8,0,0,1,0,1,0,13,8,0,0,9,31
MESH:D003398,5251,14,7,0,0,0,0,1,1,27,7,0,0,7,39
MESH:D003398,57379,22,10,0,0,0,0,0,0,0,0,0,0,4,14
MESH:D003398,3845,8,14,0,0,0,0,0,2,29,35,0,0,7,50
MESH:D003398,6926,1,2,2,0,0,0,0,0,16,1,0,3,1,22
MESH:D003398,925,17,6,0,0,0,0,1,0,10,0,0,0,10,43
MESH:D003398,730249,3,6,0,0,0,0,2,1,0,0,0,0,2,26
MESH:D003398,653509,3,6,0,0,0,0,2,1,0,0,0,0,3,15
MESH:D003398,5393,1,1,2,0,0,0,0,0,18,5,1,0,1,20
MESH:D003398,158326,3,7,0,0,0,0,2,0,6,2,0,0,2,11
MESH:D003398,2248,3,3,0,0,0,0,2,2,0,0,0,0,0,0
MESH:D003398,3458,24,4,0,0,0,0,0,1,18,0,0,0,18,77
MESH:D003398,632,19,3,0,0,0,0,1,0,9,0,0,0,15,44
MESH:D003398,7253,12,1,1,0,0,0,0,1,43,7,0,1,7,53
MESH:D003398,7039,18,3,0,0,0,0,1,0,11,0,0,0,9,36
MESH:D003398,9241,9,4,0,0,0,0,1,2,2,0,0,0,5,15
MESH:D003398,7040,15,4,0,0,0,0,1,0,17,2,0,0,9,40
MESH:D003398,5327,6,1,0,0,0,0,2,1,9,0,0,0,6,39
MESH:D003398,3630,11,6,0,0,0,0,1,0,6,2,0,0,3,7
MESH:D003398,4041,2,5,0,0,3,0,0,0,14,6,0,0,2,15
MESH:D003398,207,10,10,0,0,0,0,0,1,6,0,0,0,8,46
MESH:D003398,3565,15,3,0,0,0,0,1,0,21,0,0,0,12,67
MESH:D003398,7545,5,7,0,0,2,0,0,0,14,3,0,0,5,29
MESH:D003398,5789,1,3,0,0,0,0,2,1,9,0,0,0,1,9
MESH:D003398,23522,4,3,0,0,0,0,2,0,8,0,0,0,3,15
MESH:D003398,808,9,6,0,0,0,0,1,0,0,0,0,0,6,33
MESH:D003398,8074,12,2,0,0,0,0,1,1,12,1,0,0,9,20
MESH:D003398,8318,8,12,0,0,0,0,0,0,26,18,0,0,8,56
MESH:D003398,4586,8,6,0,0,0,0,1,0,10,0,0,0,6,33
MESH:D003398,1401,21,4,0,0,0,0,0,0,17,0,0,0,17,68
MESH:D003398,3576,21,4,0,0,0,0,0,0,9,0,0,0,14,53
MESH:D003398,9401,11,4,0,0,0,0,1,0,22,4,0,0,3,28
MESH:D003398,23384,4,2,1,0,0,0,0,1,22,10,3,0,4,40
MESH:D003398,64399,17,4,0,0,0,0,0,1,3,0,0,0,7,26
MESH:D003398,8036,2,3,0,0,2,0,0,2,4,5,0,0,2,11
MESH:D003398,257,10,8,0,0,0,0,0,1,3,0,0,0,7,20
MESH:D003398,1499,6,4,0,0,0,0,1,1,4,0,0,0,4,15
MESH:D003398,3456,1,3,0,0,0,0,2,0,2,0,0,0,1,6
MESH:D003398,1363,1,1,0,0,0,0,2,1,2,0,0,0,1,7
MESH:D003398,10238,1,1,0,0,0,0,2,1,0,0,0,0,0,0
MESH:D003398,3589,9,4,0,0,0,0,1,0,20,2,0,1,8,30
MESH:D003398,3265,4,1,0,0,3,0,0,0,5,4,0,0,3,14
MESH:D003398,171023,7,3,0,0,0,0,1,1,10,5,0,0,4,21
MESH:D003398,11261,11,2,0,0,0,0,1,0,8,0,0,0,3,16
MESH:D003398,3590,11,6,0,0,0,0,0,1,74,14,2,1,9,100
MESH:D003398,2778,6,7,0,0,0,0,0,2,14,13,0,2,6,28
MESH:D003398,3572,4,4,0,0,2,0,0,0,24,4,0,0,4,34
MESH:D003398,250,17,4,0,0,0,0,0,0,15,0,0,0,14,51
MESH:D003398,6495,1,5,0,0,0,0,1,1,2,0,0,0,1,9
MESH:D003398,5172,1,5,0,0,0,0,1,1,1,0,0,0,1,3
MESH:D003398,1755,1,1,0,0,0,0,2,0,1,0,0,0,1,8
MESH:D003398,2931,4,7,0,0,0,0,0,2,6,0,0,2,3,18
MESH:D003398,973,4,5,0,0,0,0,1,0,4,0,0,0,4,23
MESH:D003398,2264,14,5,0,0,0,0,0,0,13,8,0,0,7,21
MESH:D003398,2249,4,3,0,0,0,0,1,1,1,0,0,0,1,5
MESH:D003398,10631,7,3,0,0,0,0,1,0,2,0,0,0,5,20
MESH:D003398,51715,12,6,0,0,0,0,0,0,25,18,0,0,9,47
MESH:D003398,10344,2,4,0,0,0,0,1,1,6,0,0,0,2,20
MESH:D003398,7048,15,4,0,0,0,0,0,0,24,8,0,0,9,34
MESH:D003398,6469,10,3,0,0,1,0,0,0,14,1,0,0,8,25
MESH:D003398,3586,16,3,0,0,0,0,0,0,15,0,0,0,13,42
MESH:D003398,122786,1,2,1,0,0,0,0,0,12,0,0,0,1,18
MESH:D003398,3549,6,3,0,0,0,0,1,0,6,0,0,0,5,19
MESH:D003398,1351,12,3,0,0,0,0,0,1,2,0,0,0,8,41
MESH:D003398,940,7,2,0,0,0,0,1,0,5,0,0,0,5,25
MESH:D003398,222256,2,1,1,0,0,0,0,0,6,0,0,0,2,12
MESH:D003398,9350,2,3,0,0,0,0,1,1,2,0,0,0,2,11
MESH:D003398,6352,5,3,0,0,0,0,1,0,2,0,0,0,5,18
MESH:D003398,2200,13,4,0,0,0,0,0,0,31,10,0,0,10,46
MESH:D003398,3558,13,2,0,0,0,0,0,1,25,0,0,0,12,56
MESH:D003398,51659,1,1,1,0,0,0,0,0,14,0,0,0,1,18
MESH:D003398,3480,11,5,0,0,0,0,0,0,44,7,0,0,4,58
MESH:D003398,5293,1,3,0,0,0,0,1,1,1,0,0,0,1,2
MESH:D003398,10178,1,3,0,0,0,0,1,1,1,0,0,0,1,6
MESH:D003398,2735,4,1,0,0,0,0,1,1,4,1,0,0,4,15
MESH:D003398,6358,12,4,0,0,0,0,0,0,5,0,0,0,7,18
MESH:D003398,54880,2,2,0,0,0,0,1,1,1,0,0,0,1,1
MESH:D003398,943,3,3,0,0,0,0,1,0,1,0,0,0,3,8
MESH:D003398,51297,1,4,0,0,0,0,1,0,1,0,0,0,1,4
MESH:D003398,10047,4,8,0,0,0,0,0,0,1,0,0,0,4,22
MESH:D003398,79648,2,1,0,0,0,0,1,1,5,3,0,0,2,6
MESH:D003398,4000,2,1,0,0,0,0,1,1,6,0,0,0,2,7
MESH:D003398,3600,3,2,0,0,0,0,1,0,5,0,0,0,3,13
MESH:D003398,84168,3,4,0,0,0,0,0,2,3,1,0,0,1,3
MESH:D003398,2253,8,5,0,0,0,0,0,0,9,2,0,0,5,17
MESH:D003398,384,1,1,0,0,0,0,1,1,1,0,0,0,1,8
MESH:D003398,80341,1,1,0,0,0,0,1,1,0,0,0,0,1,2
MESH:D003398,653820,1,1,0,0,2,0,0,0,8,0,0,0,1,10
MESH:D003398,6493,1,1,0,0,2,0,0,0,14,1,1,0,1,21
MESH:D003398,149233,1,1,0,0,0,0,1,1,1,0,0,0,1,1
MESH:D003398,23463,1,1,0,0,0,0,1,1,2,0,0,0,1,2
MESH:D003398,1437,14,1,0,0,0,0,0,0,10,0,0,0,9,35
MESH:D003398,240,2,2,0,0,0,0,1,0,9,0,0,0,2,14
MESH:D003398,2719,7,5,0,0,0,0,0,0,14,7,0,0,7,43
MESH:D003398,56603,7,5,0,0,0,0,0,0,11,3,0,0,4,13
MESH:D003398,5979,2,2,0,0,0,0,1,0,3,0,0,0,2,7
MESH:D003398,268,3,5,0,0,0,0,0,1,0,0,0,0,1,2
MESH:D003398,57492,6,3,0,0,0,0,0,1,12,13,0,0,4,27
MESH:D003398,5311,1,2,0,0,0,0,1,0,0,0,0,0,1,3
MESH:D003398,50937,1,2,0,0,0,0,1,0,0,0,0,0,1,3
MESH:D003398,5156,4,4,0,0,0,0,0,1,9,0,0,0,4,13
MESH:D003398,2625,2,1,0,0,0,0,1,0,1,0,0,0,2,6
MESH:D003398,85480,2,5,0,0,0,0,0,1,3,0,0,0,2,12
MESH:D003398,673,5,5,0,0,0,0,0,0,18,12,0,2,3,24
MESH:D003398,55553,3,2,0,0,1,0,0,0,7,3,1,0,2,12
MESH:D003398,2147,6,4,0,0,0,0,0,0,1,0,0,0,2,8
MESH:D003398,5091,1,1,0,0,0,0,1,0,0,0,0,0,1,1
MESH:D003398,249,11,1,0,0,0,0,0,0,18,3,0,0,8,27
MESH:D003398,6362,1,1,0,0,0,0,1,0,0,0,0,0,1,5
MESH:D003398,1649,1,1,0,0,0,0,1,0,2,0,0,0,1,4
MESH:D003398,3440,1,1,0,0,0,0,1,0,0,0,0,0,1,4
MESH:D003398,2334,1,1,0,0,0,0,1,0,1,0,0,0,1,1
MESH:D003398,7035,1,1,0,0,0,0,1,0,0,0,0,0,1,4
MESH:D003398,4990,1,1,0,0,0,0,1,0,0,0,0,0,1,3
MESH:D003398,5727,7,3,0,0,0,0,0,0,17,5,0,1,3,20
MESH:D003398,2688,5,2,0,0,0,0,0,1,0,0,0,0,4,8
MESH:D003398,7046,8,2,0,0,0,0,0,0,12,3,0,0,5,14
MESH:D003398,2316,3,3,0,0,0,0,0,1,10,5,0,0,2,13
MESH:D003398,652,8,2,0,0,0,0,0,0,6,0,0,0,6,19
MESH:D003398,10959,3,3,0,0,0,0,0,1,0,0,0,0,1,2
MESH:D003398,6615,6,3,0,0,0,0,0,0,3,0,0,0,3,15
MESH:D003398,3170,1,4,0,0,0,0,0,1,0,0,0,0,1,1
MESH:D003398,23411,1,2,0,0,0,0,0,2,0,0,0,0,0,0
MESH:D003398,55636,1,2,0,0,1,0,0,0,0,0,0,0,0,0
MESH:D003398,5443,4,2,0,0,0,0,0,1,0,0,0,0,0,0
MESH:D003398,3479,7,2,0,0,0,0,0,0,19,4,0,2,5,35
MESH:D003398,608,10,0,0,0,0,0,0,0,23,0,0,0,7,38
MESH:D003398,6696,10,0,0,0,0,0,0,0,4,0,0,0,5,8
MESH:D003398,57539,8,1,0,0,0,0,0,0,11,4,0,0,4,20
MESH:D003398,727897,3,4,0,0,0,0,0,0,3,0,0,0,3,12
MESH:D003398,64175,1,1,0,0,1,0,0,0,7,0,0,0,1,13
MESH:D003398,80199,1,1,0,0,1,0,0,0,2,0,0,0,1,5
MESH:D003398,64219,1,1,0,0,1,0,0,0,3,0,0,0,1,13
MESH:D003398,80036,1,1,0,0,1,0,0,0,0,0,0,0,0,0
MESH:D003398,27241,4,1,0,0,0,0,0,1,23,2,0,0,4,44
MESH:D003398,6734,4,3,0,0,0,0,0,0,2,0,0,0,3,12
MESH:D003398,6497,9,0,0,0,0,0,0,0,17,1,0,0,7,33
MESH:D003398,8626,4,3,0,0,0,0,0,0,5,0,0,0,4,21
MESH:D003398,3091,4,3,0,0,0,0,0,0,2,0,0,0,3,5
MESH:D003398,1513,7,1,0,0,0,0,0,0,11,4,0,0,5,18
MESH:D003398,7042,7,1,0,0,0,0,0,0,3,0,0,0,4,15
MESH:D003398,2255,7,1,0,0,0,0,0,0,5,0,0,0,5,11
MESH:D003398,182,5,2,0,0,0,0,0,0,3,3,0,0,2,6
MESH:D003398,5788,5,2,0,0,0,0,0,0,2,0,0,0,5,12
MESH:D003398,50943,5,2,0,0,0,0,0,0,3,0,0,0,5,18
MESH:D003398,121340,5,2,0,0,0,0,0,0,7,1,0,0,4,14
MESH:D003398,7994,5,2,0,0,0,0,0,0,14,5,0,0,3,19
MESH:D003398,7422,5,2,0,0,0,0,0,0,11,0,0,0,5,19
MESH:D003398,4487,5,2,0,0,0,0,0,0,8,3,0,0,4,15
MESH:D003398,9734,3,3,0,0,0,0,0,0,3,0,0,0,2,4
MESH:D003398,64806,3,3,0,0,0,0,0,0,4,0,0,0,3,31
